,PARK_NO,PARK_NAME,ITEM_ID,ITEM_TYPE,DESCRIPTION,EASTING,NORTHING,ORIG_FID,LONGITUDE,LATITUDE,FIXED
363,D1234,HONEYSUCKLE WAY PARK,34399,BBQ,Electric Single,"505,313.37","6,943,496.18",141829095,153.05385859999998,-27.63258183,ELECTRIC
364,D1394,BARRETT STREET PARK (WATER RESERVE),77715,BBQ,Electric single,"503,197","6,978,059",141829095,153.03231499999998,-27.32055608,ELECTRIC
365,D1159,SOLAR PARK,3003,BBQ,Electric Single,"498,562.18","6,972,528.67",141829095,152.9854601,-27.37048771,ELECTRIC
366,D1252,TINCHI TAMBA WETLANDS RESERVE,25235,BBQ,Electric Single,"503,231.04","6,980,388.59",141829095,153.03265290000002,-27.299523999999998,ELECTRIC
367,D1394,BARRETT STREET PARK (WATER RESERVE),77706,BBQ,Electric single,"503,090","6,978,098",141829095,153.0312334,-27.32020422,ELECTRIC
368,D1394,BARRETT STREET PARK (WATER RESERVE),77704,BBQ,Electric single,"503,110.6","6,978,124.72",141829095,153.0314415,-27.31996294,ELECTRIC
369,D0554,ROSEBANK SQUARE,15684,BBQ,Electric Single,"504,239.91","6,952,031.65",141829095,153.0429475,-27.55552889,ELECTRIC
370,D0065,TINGALPA CREEK RESERVE,24311,BBQ,Electric Single,"518,140.12","6,957,976.12",141829095,153.1836581,-27.50174817,ELECTRIC
371,D0169,CROSBY PARK,5499,BBQ,Electric Single,"504,521.39","6,965,515.64",141829095,153.0457484,-27.43379513,ELECTRIC
372,D0205,ROY HARVEY PARK,161419,BBQ,Electric single,"500,707.77","6,968,107.87",141829095,153.0071599,-27.41039967,ELECTRIC
373,D1264,TUCKEROO PARK,141,BBQ,Electric Single,"510,139.44","6,973,547.04",141829095,153.1025261,-27.36125685,ELECTRIC
374,D3054,HEATHWOOD PARK,166589,BBQ,Electric single,"498,778.51","6,942,991.56",141829095,152.9876179,-27.63714733,ELECTRIC
375,D0840,JAGERA PARK,11100,BBQ,Electric Single,"508,632","6,947,894",141829095,153.08746609999997,-27.59286208,ELECTRIC
376,D0075,CAPTAIN BURKE PARK,19194,BBQ,Electric Single,"503,388","6,962,000",141829095,153.0342903,-27.46553767,ELECTRIC
377,D1533,BLISS STREET PARK (LOT 29),6147,BBQ,Electric single,"497,649","6,966,794",141829095,152.9762145,-27.42225952,ELECTRIC
378,D1534,BLISS STREET PARK (NO.39),6154,BBQ,Electric Single,"497,856","6,966,753",141829095,152.97830869999999,-27.42263001,ELECTRIC
379,D0172,ORIEL PARK,12257,BBQ,Electric Single,"505,726.49","6,965,974.4",141829095,153.0579397,-27.4296489,ELECTRIC
380,D0170,YOWOGGERA  PARK,34017,BBQ,Electric Single,"504,175","6,965,056",141829095,153.0422451,-27.43794588,ELECTRIC
381,D0509,BRADSHAW PARK,153577,BBQ,Electric single,"503,191.75","6,967,076.2",141829095,153.03229069999998,-27.419710100000003,ELECTRIC
382,D1264,TUCKEROO PARK,33168,BBQ,Electric Single,"510,153.86","6,973,367.16",141829095,153.10267340000001,-27.36288072,ELECTRIC
383,D1763,COLMSLIE BEACH RESERVE,102018,BBQ,electric single,"509,032","6,963,714",141829095,153.09140109999998,-27.45003791,ELECTRIC
384,D1979,KINTA STREET PARK,36807,BBQ,Electric Single,"510,143.84","6,947,659.12",141829095,153.1027872,-27.59497204,ELECTRIC
385,D1763,COLMSLIE BEACH RESERVE,101851,BBQ,electric single,"508,913","6,963,692",141829095,153.090197,-27.45023731,ELECTRIC
386,D0175,E. E. MCCASKIE OVAL,35431,BBQ,Electric Single,"501,257.19","6,963,260.19",141829095,153.0127229,-27.45416432,ELECTRIC
387,D1768,STREISAND DRIVE PARK,84584,BBQ,Electric single,"498,143","6,972,170",141829095,152.9812206,-27.37372532,ELECTRIC
388,D0127,SEDGLEY PARK,32622,BBQ,Electric Single,"500,465.7","6,966,091.98",141829095,153.0047118,-27.42859934,ELECTRIC
389,D1523,KING STREET PARK,27375,BBQ,Electric Single,"510,055.71","6,946,673.23",141829095,153.1019025,-27.60387312,ELECTRIC
390,D0995,WYNNUM WADING POOL PARK,45675,BBQ,Electric Single,"517,428","6,964,638",141829095,153.17635249999998,-27.44161441,ELECTRIC
391,D0706,DASH STREET PARK,33655,BBQ,Electric Single,"495,536.57","6,968,257.68",141829095,152.9548481,-27.40904005,ELECTRIC
392,D1551,SVOBODA PARK,35251,BBQ,Electric Single,"509,619.92","6,946,491.79",141829095,153.0974877,-27.60551429,ELECTRIC
393,D0975,FRED FRANCIS PARK,118849,BBQ,Electric single,"504,354","6,978,415",141829095,153.04400859999998,-27.31733885,ELECTRIC
394,D0564,C.J.GREENFIELD COMPLEX PARK,44044,BBQ,Electric Single,"496,629.07","6,949,375.38",141829095,152.96584719999998,-27.57951177,ELECTRIC
395,D0572,LES ATKINSON PARK,4173,BBQ,Electric Single,"505,118.76","6,948,967",141829095,153.0518627,-27.58319308,ELECTRIC
396,D1551,SVOBODA PARK,35250,BBQ,Electric Single,"509,681.28","6,946,528.65",141829095,153.09810919999998,-27.60518109,ELECTRIC
397,D1763,COLMSLIE BEACH RESERVE,102024,BBQ,electric single,"509,073","6,963,729",141829095,153.0918159,-27.44990222,ELECTRIC
398,D0545,TOOHEY FOREST PARK,34134,BBQ,Electric Single,"504,149","6,954,066",141829095,153.0420197,-27.53716329,ELECTRIC
399,D0487,MCCOOK PARK,23884,BBQ,Electric Single,"501,355.43","6,965,118.62",141829095,153.013715,-27.43738628,ELECTRIC
400,D0680,KANGAROO POINT CLIFFS PARK,118750,BBQ,Electric single,"503,296","6,960,433",141829095,153.0333634,-27.47968475,ELECTRIC
401,D0208,TERALBA PARK,34073,BBQ,Electric Single,"498,043.33","6,968,973.52",141829095,152.9802075,-27.4025833,ELECTRIC
402,D0680,KANGAROO POINT CLIFFS PARK,118889,BBQ,Electric single,"503,336","6,960,534",141829095,153.03376809999997,-27.47877283,ELECTRIC
403,D0858,MERRI MERRI PARK,16210,BBQ,Electric Single,"493,999.32","6,959,775.73",141829095,152.9392554,-27.48560931,ELECTRIC
404,D1356,CAROLE PARK COMMUNITY PARK,11640,BBQ,Electric Single,"494,049","6,945,296",141829095,152.93968700000002,-27.61633078,ELECTRIC
405,D0235,STUDLEY PARK,26110,BBQ,Electric Single,"504,311.03","6,970,353.46",141829095,153.04360280000003,-27.39011968,ELECTRIC
406,D0267,THE RAFTING GROUND PARK,21096,BBQ,Electric Single,"492,432.26","6,955,929.85",141829095,152.92336809999998,-27.52032185,ELECTRIC
407,D0680,KANGAROO POINT CLIFFS PARK,118749,BBQ,Electric single,"503,302.13","6,960,447.2",141829095,153.0334255,-27.47955654,ELECTRIC
408,D0054,LAVARACK PARK,35632,BBQ,Electric Single,"508,342.3","6,959,280.04",141829095,153.084452,-27.49007202,ELECTRIC
409,D0075,CAPTAIN BURKE PARK,118743,BBQ,Electric single,"503,601.42","6,962,029.08",141829095,153.0364503,-27.46527459,ELECTRIC
410,D1264,TUCKEROO PARK,147,BBQ,Electric Single,"510,459.62","6,974,660.98",141829095,153.105754,-27.35119765,ELECTRIC
411,D0730,BERYL ROBERTS PARK,42339,BBQ,Electric Single,"504,115.07","6,950,829.55",141829095,153.0416871,-27.56638168,ELECTRIC
412,D0228,7TH BRIGADE PARK,66643,BBQ,Electric single,"503,440.52","6,971,903.75",141829095,153.0347939,-27.37612598,ELECTRIC
413,D3054,HEATHWOOD PARK,166600,BBQ,Electric single,"498,718.21","6,942,971.65",141829095,152.98700669999997,-27.63732702,ELECTRIC
414,D1279,THE LAKE PARKLANDS,44323,BBQ,Electric Single,"496,745","6,944,711",141829095,152.9670092,-27.62162123,ELECTRIC
415,D1279,THE LAKE PARKLANDS,34066,BBQ,Electric Single,"496,572","6,944,310",141829095,152.96525459999998,-27.62524094,ELECTRIC
416,D0039,VIC LUCAS PARK,18833,BBQ,Electric Single,"505,087.71","6,964,446.39",141829095,153.05148300000002,-27.44344635,ELECTRIC
417,D0003,PRIMROSE PARK,33771,BBQ,Electric Single,"515,553.96","6,964,686.53",141829095,153.15738869999998,-27.44119899,ELECTRIC
418,D0398,SHAFTESBURY STREET PARK,36881,BBQ,Electric Single,"504,042.19","6,956,114.59",141829095,153.0409311,-27.51866912,ELECTRIC
419,D1886,KOOKABURRA PARK - WEST,28035,BBQ,Electric Single,"484,076.57","6,953,326.07",141829095,152.8387233,-27.54375609,ELECTRIC
420,D0095,NEW FARM PARK,145361,BBQ,ELECTRIC SINGLE,"505,301.62","6,961,511.95",141829095,153.0536604,-27.46993767,ELECTRIC
421,D1897,ILLAWONG RESERVE,28001,BBQ,Electric Single,"482,092.78","6,952,248.98",141829095,152.818615,-27.55345513,ELECTRIC
422,D1095,WILCANNIA PARK,11718,BBQ,Electric Single,"496,781.96","6,963,797.03",141829095,152.9674346,-27.44931449,ELECTRIC
423,D0635,MCPHERSON PARK,19467,BBQ,Electric Single - private,"504,205.91","6,977,889.03",141829095,153.0425136,-27.32208787,ELECTRIC
424,D2015,ROXWELL STREET PARK,44384,BBQ,Electric Single 0n tile bench,"494,680","6,944,424",141829095,152.9460783,-27.62420565,ELECTRIC
425,D0080,MERTHYR PARK,1148,BBQ,Electric Single barbecue,"504,225","6,960,981",141829095,153.0427652,-27.47473485,ELECTRIC
426,D0317,NIXON PARK,52201,BBQ,Electric Single Barbecue,"497,845.94","6,952,384.64",141829095,152.9781814,-27.55234706,ELECTRIC
427,D2007,CASCADE DRIVE PARK (NO.20),44361,BBQ,Electric Single Barbecue,"496,513","6,943,885",141829095,152.9646554,-27.629077600000002,ELECTRIC
428,D0159,GRINSTEAD PARK,25342,BBQ,Electric Single barbecue,"500,107.44","6,967,321.1",141829095,153.0010869,-27.41750286,ELECTRIC
429,D0392,THOMPSON ESTATE RESERVE,33374,BBQ,Electric Single barbecue,"504,100","6,957,425",141829095,153.041512,-27.50683866,ELECTRIC
430,D0095,NEW FARM PARK,7831,BBQ,Electric Single Barbecue,"505,164","6,961,373",141829095,153.0522681,-27.47119264,ELECTRIC
431,D0856,SURBITON COURT PARK,50059,BBQ,Electric single BBQ,"510,385.5","6,957,579.65",141829095,153.1051506,-27.50540894,ELECTRIC
432,D0856,SURBITON COURT PARK,50062,BBQ,Electric single BBQ,"510,393.46","6,957,641.34",141829095,153.1052307,-27.50485195,ELECTRIC
433,D1246,BREAKWATER PARK,76685,BBQ,Electric single BBQ,"517,219","6,965,249",141829095,153.174229,-27.43610097,ELECTRIC
434,D1242,GOWAN ROAD PARK,67101,BBQ,Electric single BBQ,"505,680.34","6,943,626.03",141829095,153.05757780000002,-27.63140808,ELECTRIC
435,D0759,SHOWGROUND PARK,52861,BBQ,Electric single burner,"508,426.89","6,973,133.25",141829095,153.08521230000002,-27.36500424,ELECTRIC
436,D1984,JEAYS STREET PARK,38057,BBQ,Electric Single octagonal,"503,583","6,963,857",141829095,153.0362585,-27.44877217,ELECTRIC
437,D0276,SANDGATE FORESHORES PARK,105932,BBQ,Electric single on exposed aggregate slab,"506,901.45","6,978,902.91",141829095,153.0697545,-27.31292343,ELECTRIC
438,D2008,CASCADE DRIVE PARK (NO.25),44371,BBQ,Electric Single on tile bench,"496,434","6,943,815",141829095,152.9638544,-27.62970934,ELECTRIC
439,D0284,SANDGATE SECOND LAGOON RESERVE,65938,BBQ,Electric single plate,"506,267.95","6,978,220.17",141829095,153.0633551,-27.31909038,ELECTRIC
440,D0631,KEPERRA PICNIC GROUND PARK,66765,BBQ,Electric single plate,"494,220","6,967,907",141829095,152.9415281,-27.41220107,ELECTRIC
441,D1582,MANLY ROAD PARK (NO.880),65901,BBQ,Electric single plate hexagonal bbq,"514,749","6,960,559",141829095,153.1492936,-27.47847118,ELECTRIC
442,D0016,RILATT PARK,66609,BBQ,Electric single plate stainless steel,"504,743.5","6,970,127.09",141829095,153.0479778,-27.39216193,ELECTRIC
443,D0260,FIG TREE POCKET RIVERSIDE RESERVE,66801,BBQ,Electric single plate stainless steel x2,"497,312.83","6,953,480.07",141829095,152.97278390000002,-27.54245669,ELECTRIC
444,D1582,MANLY ROAD PARK (NO.880),65905,BBQ,"Electric single plate, hexagonal","514,726","6,960,623",141829095,153.14906000000002,-27.47789364,ELECTRIC
445,D0680,KANGAROO POINT CLIFFS PARK,24655,BBQ,Electric Single rectangle shape,"503,327","6,960,423",141829095,153.0336773,-27.47977496,ELECTRIC
446,D0680,KANGAROO POINT CLIFFS PARK,118948,BBQ,Electric single rectangle shape,"503,429","6,960,663",141829095,153.03470910000001,-27.47760799,ELECTRIC
447,D0075,CAPTAIN BURKE PARK,118548,BBQ,Electric single rectangle shaped,"503,408.27","6,962,018.59",141829095,153.03449540000003,-27.46536979,ELECTRIC
448,D0680,KANGAROO POINT CLIFFS PARK,118445,BBQ,Electric single Rectangle shaped,"503,230.27","6,960,202.21",141829095,153.0326987,-27.48176848,ELECTRIC
449,D0680,KANGAROO POINT CLIFFS PARK,122391,BBQ,Electric single rectangle shaped,"503,388.93","6,960,559.83",141829095,153.0343038,-27.47853951,ELECTRIC
450,D0680,KANGAROO POINT CLIFFS PARK,118438,BBQ,Electric single Rectangle shaped,"503,319.41","6,960,404.45",141829095,153.03360049999998,-27.47994244,ELECTRIC
451,D0680,KANGAROO POINT CLIFFS PARK,118433,BBQ,Electric single Rectangle shaped,"503,369.88","6,960,514.42",141829095,153.0341111,-27.47894951,ELECTRIC
452,D0680,KANGAROO POINT CLIFFS PARK,122405,BBQ,Electric single rectangle shaped,"503,419.11","6,960,637.63",141829095,153.03460900000002,-27.47783705,ELECTRIC
453,D1939,MT CROSBY SPORTSGROUND,52081,BBQ,Electric single stainless steel,"479,828","6,953,798",141829095,152.7957007,-27.539439,ELECTRIC
454,D0015,KEATING PARK,130258,BBQ,Electric single stainless steel BBQ on concrete slab,"497,440.9","6,958,216.16",141829095,152.97409109999998,-27.49969989,ELECTRIC
455,D0288,MOORA PARK,115887,BBQ,Electric single. hexagon shape,"508,397.05","6,977,610.37",141829095,153.0848798,-27.32458435,ELECTRIC
456,D0013,KEONG PARK,124139,BBQ,electric single. on slab,"500,690.52","6,968,495.45",141829095,153.0069851,-27.40690058,ELECTRIC
457,D1939,MT CROSBY SPORTSGROUND,50960,BBQ,Electric Stainless steel,"479,875","6,953,821",141829095,152.7961771,-27.53923206,ELECTRIC
458,D0727,FRANK SLEEMAN PARK,66665,BBQ,Electric stainless steel 1 plate,"505,835.36","6,973,603.93",141829095,153.05900459999998,-27.36076842,ELECTRIC
459,D0438,NUDGEE BEACH RESERVE,72186,BBQ,Electric stainless steel double BBQ,"510,153","6,975,392",141829095,153.1026478,-27.34460022,ELECTRIC
460,D1515,AKUNA STREET PARK,66538,BBQ,Electric stainless steel one plate,"495,236.65","6,956,940.98",141829095,152.9517697,-27.51120619,ELECTRIC
461,D0438,NUDGEE BEACH RESERVE,72187,BBQ,Electric stainless steel single BBQ,"510,274","6,975,314",141829095,153.1038718,-27.34530351,ELECTRIC
462,D1230,BOYD TERRACE PARK,66739,BBQ,Electric stainless steel single burner,"491,552.66","6,957,666.94",141829095,152.9144733,-27.50463434,ELECTRIC
463,D0132,FERGUSON PARK (ENOGGERA),66181,BBQ,Electric stainless steel single plate,"498,649","6,966,976",141829095,152.9863319,-27.42061778,ELECTRIC
464,D2556,CHURCHILL CIRCUIT PARK,80879,BBQ,electric standalone,"507,866.19","6,971,359.85",141829095,153.079554,-27.38101803,ELECTRIC
465,D0806,CARINYA STREET PARK,119696,BBQ,"electric,","496,401.42","6,958,739.26",141829095,152.9635687,-27.49497501,ELECTRIC
466,D1953,ST ANDREWS AVENUE PARK,120493,BBQ,"electric, on stainless steel/ concrete bench top","497,016.35","6,943,769.41",141829095,152.9697571,-27.63012233,ELECTRIC
467,D0208,TERALBA PARK,182085,BBQ,Electrical BBQ,"498,156.06","6,968,997.4",141829095,152.9813479,-27.40236787,ELECTRIC
468,D2176,FORT ROAD BUSHLANDS,148245,BBQ,electrical bbq,"496,572.66","6,953,017.8",141829095,152.96528610000001,-27.54662835,ELECTRIC
469,D2176,FORT ROAD BUSHLANDS,148246,BBQ,electrical bbq,"496,569.03","6,952,997.95",141829095,152.9652492,-27.54680754,ELECTRIC
470,D0556,MT GRAVATT PARK,84171,BBQ,firewood,"507,743.92","6,952,092.9",141829095,153.0784405,-27.55496043,WOOD
471,D0208,TERALBA PARK,150919,BBQ,GAS,"498,087.14","6,968,967.47",141829095,152.9806507,-27.40263798,GAS
472,D2332,ENOGGERA RESERVOIR PARK,191536,BBQ,gas  portable,492728.89700000006,"6,964,606.806",141829095,152.926424,-27.441988199999997,GAS
473,D1864,LORIKEET PARK,187576,BBQ,household steel and fabrication electric,"493,536.2641","6,952,699.589",141829095,152.9345301,-27.54949003,WOOD
474,D0404,GIBSON PLACE PARK,16909,BBQ,old bbq base,"505,735.97","6,955,081.1",141829095,153.0580872,-27.52799328,WOOD
475,D0597,PRESTON ROAD PARK,176094,BBQ,"old bbq, only slab left","511,787.48","6,958,881.1",141829095,153.11933269999997,-27.49364809,WOOD
476,D0597,PRESTON ROAD PARK,176178,BBQ,old bbq.  woodfired,"511,707.75","6,959,004.45",141829095,153.1185243,-27.49253519,WOOD
477,D0597,PRESTON ROAD PARK,16408,BBQ,"old bbq. woodfire,","511,772.75","6,958,879.77",141829095,153.1191835,-27.49366023,WOOD
478,D0214,HUXTABLE PARK,190565,BBQ,old Wood Barbecue,"501,999.1142","6,970,761.503",141829095,153.0202188,-27.38644118,WOOD
479,D0461,TOOMBUL TERRACE PARK,5687,BBQ,Old Wood Barbecue type,"505,182.9419","6,968,593.274",141829095,153.05242900000002,-27.40600774,WOOD
480,D0428,WITTON ROAD PARK (NO.209),119734,BBQ,old Style,"497,002.4","6,957,593.42",141829095,152.96965,-27.50532105,WOOD
481,D0548,FAUNA PARADE PARK,10803,BBQ,old style,"501,542.1955",6952684.852000001,141829095,153.0156206,-27.54963762,WOOD
482,D0004,JACARANDA PARK,279,BBQ,old style,"500,474.5566","6,957,324.618",141829095,153.0048049,-27.50775101,WOOD
483,D0549,FRENEY STREET PARK,29780,BBQ,old style,"501,643.9822","6,952,354.07",141829095,153.016652,-27.55262377,WOOD
484,D0772,BRADY BUSHLAND PARK,124198,BBQ,"old Style, rusted 3*3 slab (Duplicate of 12998)","506,373.07","6,946,482.22",141829095,153.0645844,-27.605619899999997,WOOD
485,D2332,ENOGGERA RESERVOIR PARK,191535,BBQ,old type,"492,728.6743","6,964,607.825",141829095,152.9264217,-27.441978999999996,WOOD
486,D0594,PORTER'S PADDOCK PARK,176183,BBQ,old woodfired,"511,134.3","6,959,974.17",141829095,153.11271000000002,-27.48378543,WOOD
487,D0037,HAWTHORNE PARK,18764,BBQ,old woodfired,"506,277.17","6,962,137.71",141829095,153.0635312,-27.46428416,WOOD
488,D1548,COOCHIN PLACE PARK,27242,BBQ,old woodfired,"513,997.56","6,961,416.99",141829095,153.1416774,-27.47073323,WOOD
489,D0594,PORTER'S PADDOCK PARK,176115,BBQ,old woodfired bbq,"511,367.48","6,960,018.22",141829095,153.11507,-27.48338581,WOOD
490,D1268,ROBINSON PARK (TINGALPA),24344,BBQ,old woodfired bbq,"514,669.73","6,961,554.05",141829095,153.1484792,-27.46948877,WOOD
491,D1325,MACLEAY CRESCENT PARK,27508,BBQ,"old woodfired bbq, very rusted","514,267.84","6,961,257.64",141829095,153.14441499999998,-27.47216903,WOOD
492,D0006,KITCHENER PARK,358,BBQ,old woodfired- on ground,"516,539.25","6,964,384.44",141829095,153.1673628,-27.44391464,WOOD
493,D2593,LONE PINE PARK,135919,BBQ,PRIVATE BBQ - NOT COUNCIL OWNED,"497,021.95","6,954,685.81",141829095,152.96984080000001,-27.53157078,
494,D1165,ROBERT MITCHELL PARK,50730,BBQ,Rectangle,"504,139.9581","6,948,962.02",141829095,153.0419456,-27.58324139,ELECTRIC
495,D0558,WHIPBIRD PARK,15832,BBQ,Rectangle,"507,667.6622","6,950,188.08",141829095,153.0776801,-27.57215731,ELECTRIC
496,D0569,NORMA CROKER PARK,21545,BBQ,Rectangle electric,"501,432.9876",6948630.777000001,141829095,153.01451930000002,-27.58623737,ELECTRIC
497,D0840,JAGERA PARK,122569,BBQ,rectangle shaped (duplicates 11100),"508,632.28","6,947,893.69",141829095,153.087469,-27.59286488,ELECTRIC
498,D1760,GLASSHOUSE CRESCENT PARK,121178,BBQ,refer to pic (move to node 30544),"497,506.5","6,945,115.15",141829095,152.9747281,-27.61797427,
499,D1144,MAISIE DIXON PARK,183421,BBQ,Single,"509,862.9121","6,950,684.749",141829095,153.09991589999998,-27.56765924,
500,D0095,NEW FARM PARK,181081,BBQ,Single Electric,"505,187.36","6,961,650.02",141829095,153.0525033,-27.46869162,ELECTRIC
501,D0095,NEW FARM PARK,181086,BBQ,Single Electric,"505,141.42","6,961,673.8",141829095,153.05203830000002,-27.4684771,ELECTRIC
502,D0059,CHESTER PARK RESERVE,178892,BBQ,Single electric BBQ,"508,270.09","6,955,104.51",141829095,153.0837496,-27.52776885,ELECTRIC
503,D0375,FAIRFIELD PARK,33809,BBQ,SINGLE FLURO LIGHT,"502,583.84","6,957,784.49",141829095,153.02616030000002,-27.50359694,
504,D1763,COLMSLIE BEACH RESERVE,34183,BBQ,Solar Power Double,"509,049","6,963,619",141829095,153.09157380000002,-27.45089546,
505,D0578,BOLTON STREET PARK,26397,BBQ,Square blue base,"509,069.2826","6,949,531.034",141829095,153.09188469999998,-27.57808035,BASE ONLY
506,D1592,ANTRIM STREET PARK,24394,BBQ,square electric,"502,146.6242","6,947,776.571",141829095,153.0217515,-27.59394805,ELECTRIC
507,D0553,SALISBURY RECREATION RESERVE,67698,BBQ,Wood barbecue,"503,584.76","6,952,566.66",141829095,153.03630969999998,-27.55070078,WOOD
508,D1252,TINCHI TAMBA WETLANDS RESERVE,25244,BBQ,Wood barbecue,"503,245.62","6,980,364.82",141829095,153.0328003,-27.29973857,WOOD
509,D0448,NUDGEE WATERHOLE RESERVE,17420,BBQ,Wood Barbecue Dble,"509,476.8","6,972,125.82",141829095,153.0958368,-27.37409254,WOOD
510,D0448,NUDGEE WATERHOLE RESERVE,17421,BBQ,Wood Barbecue Single,"509,489.46","6,972,091.93",141829095,153.09596509999997,-27.37439842,WOOD
511,D0249,MT COOT-THA RESERVE,150060,BBQ,WOOD BBQ,"494,346.38","6,962,031.99",141829095,152.9427792,-27.46524134,WOOD
512,D0249,MT COOT-THA RESERVE,150059,BBQ,WOOD BBQ,"494,352.92","6,962,075.63",141829095,152.9428456,-27.46484738,WOOD
513,D0249,MT COOT-THA RESERVE,150072,BBQ,WOOD BBQ,"494,409.75","6,961,772.63",141829095,152.9434194,-27.4675831,WOOD
514,D1124,DURRINGTON PARK,123224,BBQ,Wood BBQ,"515,370.37","6,963,698.64",141829095,153.1555435,-27.45011974,WOOD
515,D0249,MT COOT-THA RESERVE,150085,BBQ,WOOD BBQ,"494,496.65","6,961,716.8",141829095,152.9442987,-27.46808748,WOOD
516,D0249,MT COOT-THA RESERVE,150089,BBQ,WOOD BBQ,"494,489.69","6,961,744.42",141829095,152.9442284,-27.467838099999998,WOOD
517,D0249,MT COOT-THA RESERVE,150119,BBQ,WOOD BBQ,"494,648.43","6,960,991.32",141829095,152.94583169999999,-27.47463771,WOOD
518,D0249,MT COOT-THA RESERVE,150136,BBQ,WOOD BBQ,"494,242.15","6,961,568.1",141829095,152.9417221,-27.46942889,WOOD
519,D1683,PRINCETON PLACE PARK,120545,BBQ,Wood bbq,"497,511.59","6,944,169.06",141829095,152.97477780000003,-27.62651538,WOOD
520,D0249,MT COOT-THA RESERVE,150426,BBQ,WOOD BBQ,"495,848.61","6,961,803.62",141829095,152.95798259999998,-27.46730847,WOOD
521,D0249,MT COOT-THA RESERVE,150628,BBQ,WOOD BBQ,"496,799.24","6,961,828.71",141829095,152.9676043,-27.46708453,WOOD
522,D0249,MT COOT-THA RESERVE,150514,BBQ,WOOD BBQ,"492,985.82","6,960,539.78",141829095,152.9290003,-27.47870664,WOOD
523,D0249,MT COOT-THA RESERVE,150509,BBQ,WOOD BBQ,"492,963.92","6,960,531.32",141829095,152.9287785,-27.478782899999995,WOOD
524,D0249,MT COOT-THA RESERVE,150474,BBQ,WOOD BBQ,"495,939.83","6,961,891.43",141829095,152.9589062,-27.466516,WOOD
525,D1247,KARAWATHA FOREST PARK,37437,BBQ,Wood BBQ,"509,194","6,944,456",141829095,153.093187,-27.62389594,WOOD
526,D0249,MT COOT-THA RESERVE,150473,BBQ,WOOD BBQ,"495,925.07","6,961,874.63",141829095,152.95875669999998,-27.46666763,WOOD
527,D0249,MT COOT-THA RESERVE,150427,BBQ,WOOD BBQ,"495,817.42","6,961,779.86",141829095,152.9576669,-27.46752288,WOOD
528,D0249,MT COOT-THA RESERVE,150419,BBQ,WOOD BBQ,"495,886.29","6,961,787.06",141829095,152.958364,-27.46745809,WOOD
529,D0249,MT COOT-THA RESERVE,150433,BBQ,WOOD BBQ,"495,767.12","6,961,843.31",141829095,152.95715800000002,-27.4669499,WOOD
530,D0249,MT COOT-THA RESERVE,150373,BBQ,WOOD BBQ,"496,436.34","6,961,934.12",141829095,152.9639316,-27.46613199,WOOD
531,D1247,KARAWATHA FOREST PARK,192658,BBQ,Wood BBQ,"509,198.8825","6,944,462.376",141829095,153.0932365,-27.62383835,WOOD
532,D0249,MT COOT-THA RESERVE,150404,BBQ,WOOD BBQ,"495,925.71","6,961,960.91",141829095,152.9587635,-27.46588869,WOOD
533,D0249,MT COOT-THA RESERVE,150365,BBQ,WOOD BBQ,"496,545.05","6,961,925.27",141829095,152.96503180000002,-27.46621217,WOOD
534,D0249,MT COOT-THA RESERVE,150381,BBQ,WOOD BBQ,"496,354.41","6,961,980.83",141829095,152.9631025,-27.46571007,WOOD
535,D0249,MT COOT-THA RESERVE,150383,BBQ,WOOD BBQ,"496,332.75","6,961,984.98",141829095,152.96288330000002,-27.46567255,WOOD
536,D0249,MT COOT-THA RESERVE,150411,BBQ,WOOD BBQ,"495,905.14","6,961,870.67",141829095,152.95855500000002,-27.46670332,WOOD
537,D0249,MT COOT-THA RESERVE,150430,BBQ,WOOD BBQ,"495,763.53","6,961,803.86",141829095,152.9571215,-27.46730604,WOOD
538,D0249,MT COOT-THA RESERVE,150129,BBQ,WOOD BBQ,"494,175.07","6,961,433.47",141829095,152.9410425,-27.47064404,WOOD
539,D1187,WALLAROO WAY COMMUNITY PARK,135138,BBQ,wood bbq Wood Barbecue,"498,297.93","6,946,346.81",141829095,152.9827511,-27.60685631,WOOD
540,D0435,BOORABBIN PICNIC GROUND,99213,BBQ,Wood bbq Wood Barbecue,"511,010.15","6,952,296.38",141829095,153.1115232,-27.55310083,WOOD
541,D0368,HEATH PARK,14199,BBQ,Wood BBQ Wood Barbecue,"505,071.94","6,960,480.95",141829095,153.05133999999998,-27.47924639,WOOD
542,D0443,DOWNFALL CREEK RESERVE,79197,BBQ,Wood BBQ Wood Barbecue,"505,684.08","6,971,192.24",141829095,153.0574862,-27.38254206,WOOD
543,D0227,MARCHANT PARK,153084,BBQ,Wood BBQ Wood Barbecue,"502,965.95","6,971,967.35",141829095,153.02999440000002,-27.3755529,WOOD
544,D0230,BRADBURY PARK,155917,BBQ,Wood BBQ Wood Barbecue,"502,694.75","6,969,576.93",141829095,153.02725709999999,-27.39713441,WOOD
545,D0995,WYNNUM WADING POOL PARK,9230,BBQ,Wood BBQ Wood Barbecue,"517,329","6,964,769",141829095,153.17534890000002,-27.44043301,WOOD
546,D0389,YERONGA MEMORIAL PARK,177592,BBQ,Wood BBQ Wood Barbecue,"502,236.35","6,955,831.84",141829095,153.0226457,-27.52122595,WOOD
