Ward,Suburb,Property_Code,Park_Name,Node_Id,Node_Name,Item_Id,Item_Type,Item_Description,Easting,Northing,Long,Lat
THE GABBA,HIGHGATE HILL,D0345,LYONS PLAYGROUND PARK,14025,LYONS PLAYGROUND &  HALF COURT,36933,TAP COMBINATION,Bubbler & 2 taps,501229,6959386,153.0124415,-27.48914047
THE GABBA,HIGHGATE HILL,D0354,HIGHGATE HILL PARK,14187,BALANCE OF PARK,7327,BUBBLER/DRINKING FOUNTAIN,Bubbler,501638,6959628,153.0165816,-27.48695527
THE GABBA,HIGHGATE HILL,D2103,BRYDON STREET PARK,28025,BRYDON ST PK FITNESS STATION,79679,TAP COMBINATION,Bubbler & 2 taps,501597,6959447,153.0161668,-27.48858938
THE GABBA,KANGAROO POINT,D0075,CAPTAIN BURKE PARK,14605,BALANCE OF PARK,45970,TAP COMBINATION,Bubbler & Tap,503503,6962037,153.0354542,-27.46520334
THE GABBA,KANGAROO POINT,D0075,CAPTAIN BURKE PARK,14609,HOLMAN ST (WEST) PICNIC AREA,118547,TAP COMBINATION,Bubbler & Tap,503416,6962015,153.0345737,-27.46540218
THE GABBA,KANGAROO POINT,D0075,CAPTAIN BURKE PARK,23587,CAPTAIN BURKE PARK PATHWAY NETWORK,19216,BUBBLER/DRINKING FOUNTAIN,NULL,503491,6962007,153.0353328,-27.46547421
THE GABBA,KANGAROO POINT,D0090,C.T.WHITE PARK,14591,BALANCE OF PARK,122203,TAP COMBINATION,"Bubbler, tap & dog bowl",503401,6961504,153.0344233,-27.47001552
THE GABBA,KANGAROO POINT,D0090,C.T.WHITE PARK,24285,THE CLIFFS BOARDWALK (NAVAL STORES TO THORNTON ST),122224,BUBBLER/DRINKING FOUNTAIN,Bubbler,503394,6961376,153.0343528,-27.47117112
THE GABBA,KANGAROO POINT,D0097,RAYMOND PARK,14579,BAINES ST DOG OFF LEASH AREA,39464,TAP COMBINATION,"Bubbler, tap & dog bowl",503902,6960253,153.0394982,-27.48130817
THE GABBA,KANGAROO POINT,D0097,RAYMOND PARK,14579,BAINES ST DOG OFF LEASH AREA,118504,TAP COMBINATION,Bubbler & 2 taps,503902,6960253,153.0394982,-27.48130817
THE GABBA,KANGAROO POINT,D0097,RAYMOND PARK,14580,BALANCE OF PARK,118524,TAP COMBINATION,Bubbler & tap,503780,6960302,153.0382631,-27.48086615
THE GABBA,KANGAROO POINT,D0097,RAYMOND PARK,14584,RAWLINS ST PICNIC AREA,122906,TAP COMBINATION,Bubbler & 2 taps,503835,6960378,153.0388196,-27.48017987
THE GABBA,KANGAROO POINT,D0680,KANGAROO POINT CLIFFS PARK,14351,THE CLIFFS BOARWALK (CAPTAIN COOK BDGE TO MANGROVES),179096,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain Apollo 400,503164,6960226,153.0320278,-27.48155385
THE GABBA,KANGAROO POINT,D0680,KANGAROO POINT CLIFFS PARK,14351,THE CLIFFS BOARWALK (CAPTAIN COOK BDGE TO MANGROVES),118709,TAP COMBINATION,Bubbler & 2 taps,503309,6960463,153.033495,-27.47941387
THE GABBA,KANGAROO POINT,D0680,KANGAROO POINT CLIFFS PARK,14352,K P CLIFFS CLIMBING PRECINCT,179098,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain Apollo 400,503174,6960237,153.032129,-27.48145452
THE GABBA,KANGAROO POINT,D0680,KANGAROO POINT CLIFFS PARK,14354,SCOUT PLACE LOOKOUT,39784,BUBBLER/DRINKING FOUNTAIN,Bubbler,503284,6960310,153.0332423,-27.48079521
THE GABBA,KANGAROO POINT,D0680,KANGAROO POINT CLIFFS PARK,14358,LOWER RIVER TERRACE PICNIC AREA,118752,BUBBLER/DRINKING FOUNTAIN,Bubbler - appollo 400,503286,6960425,153.0332622,-27.47975699
THE GABBA,KANGAROO POINT,D0680,KANGAROO POINT CLIFFS PARK,29529,THE CLIFFS BOARWALK (MARITIME MUSEUM TO CAPT COOK BRIDGE),2758,BUBBLER/DRINKING FOUNTAIN,Bubbler,502766,6960181,153.0279992,-27.48196098
THE GABBA,KANGAROO POINT,D0680,KANGAROO POINT CLIFFS PARK,29529,THE CLIFFS BOARWALK (MARITIME MUSEUM TO CAPT COOK BRIDGE),118865,BUBBLER/DRINKING FOUNTAIN,Bubbler,502962,6960139,153.029983,-27.482339
THE GABBA,KANGAROO POINT,D0680,KANGAROO POINT CLIFFS PARK,29599,THE CLIFFS BOARDWALK (MANGROVES TO NAVAL STORES),2756,BUBBLER/DRINKING FOUNTAIN,One bubbler,503382,6960658,153.0342333,-27.47765324
THE GABBA,KANGAROO POINT,D0680,KANGAROO POINT CLIFFS PARK,29599,THE CLIFFS BOARDWALK (MANGROVES TO NAVAL STORES),2757,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,503395,6960910,153.0343642,-27.47537815
THE GABBA,KANGAROO POINT,D0680,KANGAROO POINT CLIFFS PARK,30243,RIVER TCE PICNIC AREA (OPP BELL - PATON ST),24734,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,503377,6960546,153.034183,-27.47866438
THE GABBA,KANGAROO POINT,D0680,KANGAROO POINT CLIFFS PARK,30245,RIVER TCE PICNIC AREA (OPP OZCARE),122394,TAP COMBINATION,Bubbler & 2 taps,503410,6960618,153.0345169,-27.47801429
THE GABBA,KANGAROO POINT,D0680,KANGAROO POINT CLIFFS PARK,30247,RIVER TCE PICNIC AREA (OPP WALMSLEY ST),118387,BUBBLER/DRINKING FOUNTAIN,Bubbler,503227,6960206,153.0326656,-27.48173426
THE GABBA,KANGAROO POINT,D0680,KANGAROO POINT CLIFFS PARK,30247,RIVER TCE PICNIC AREA (OPP WALMSLEY ST),24695,BUBBLER/DRINKING FOUNTAIN,NULL,503249,6960257,153.0328882,-27.48127378
THE GABBA,KANGAROO POINT,D0680,KANGAROO POINT CLIFFS PARK,30253,KP CLIFFS LOWER PICNIC AREA,39783,TAP COMBINATION,Bubbler & 2 Taps,503309,6960491,153.0334949,-27.47916109
THE GABBA,KANGAROO POINT,D0680,KANGAROO POINT CLIFFS PARK,30253,KP CLIFFS LOWER PICNIC AREA,118949,TAP COMBINATION,Bubbler & 2 taps,503334,6960553,153.0337478,-27.47860129
THE GABBA,KANGAROO POINT,D0680,KANGAROO POINT CLIFFS PARK,30253,KP CLIFFS LOWER PICNIC AREA,118945,TAP COMBINATION,Bubbler & 2 taps,503342,6960540,153.0338288,-27.47871864
THE GABBA,KANGAROO POINT,D0680,KANGAROO POINT CLIFFS PARK,30253,KP CLIFFS LOWER PICNIC AREA,27331,TAP COMBINATION,Bubbler & 2 taps,503344,6960527,153.0338491,-27.478836
THE GABBA,SOUTH BRISBANE,D0348,JOLLY PLACE PARK,14213,BALANCE OF PARK,28463,TAP COMBINATION,Bubbler & Tap,501651,6961285,153.0167109,-27.4719959
THE GABBA,SOUTH BRISBANE,D0350,MUSGRAVE PARK,14204,BALANCE OF PARK,39164,BUBBLER/DRINKING FOUNTAIN,Diabled access Bubbler,501653,6960507,153.0167322,-27.47901967
THE GABBA,SOUTH BRISBANE,D0350,MUSGRAVE PARK,14204,BALANCE OF PARK,169459,TAP COMBINATION,Bubbler & 2 taps,501521,6960517,153.0153961,-27.47892954
THE GABBA,SOUTH BRISBANE,D0350,MUSGRAVE PARK,14204,BALANCE OF PARK,169369,TAP COMBINATION,Bubbler & 2 taps,501576,6960578,153.0159527,-27.47837877
THE GABBA,SOUTH BRISBANE,D0350,MUSGRAVE PARK,14204,BALANCE OF PARK,169362,TAP COMBINATION,Bubbler & 2 taps,501630,6960506,153.0164994,-27.47902872
THE GABBA,SOUTH BRISBANE,D0350,MUSGRAVE PARK,14208,RUSSELL ST PLAYGROUND,169537,TAP COMBINATION,Bubbler & 2 taps,501624,6960608,153.0164386,-27.47810788
THE GABBA,SOUTH BRISBANE,D0350,MUSGRAVE PARK,14211,SOUTH BRISBANE FEDERAL BAND STORE,169371,TAP COMBINATION,Bubbler & 2 taps,501599,6960456,153.0161857,-27.47948016
THE GABBA,SOUTH BRISBANE,D0353,TRIBUNE STREET PARK,14191,BALANCE OF PARK,7312,TAP COMBINATION,Bubbler 2 taps,502090,6960151,153.0211563,-27.48223302
THE GABBA,SOUTH BRISBANE,D1263,KURILPA POINT PARK,13986,BALANCE OF PARK,27543,BUBBLER/DRINKING FOUNTAIN,Unit attached to seat and bin,501695,6961541,153.0171559,-27.46968468
THE GABBA,SOUTH BRISBANE,D1263,KURILPA POINT PARK,13990,WILLIAM JOLLY BRIDGE PICNIC AREA,191865,BUBBLER/DRINKING FOUNTAIN,NULL,501501,6961539,153.0151924,-27.46970296
THE GABBA,SOUTH BRISBANE,D1263,KURILPA POINT PARK,31345,KURILPA BRIDGE PICNIC AREA,118,TAP COMBINATION,Bubbler & 2 taps,501610,6961539,153.0162956,-27.46970284
THE GABBA,SOUTH BRISBANE,D1413,QUEENSLAND MARITIME MUSEUM PARK,13993,BALANCE OF PARK,170401,BUBBLER/DRINKING FOUNTAIN,Disabled access fountain,502512,6960189,153.025428,-27.48188925
THE GABBA,WEST END,D0346,ORLEIGH PARK,14234,BRISBANE & GPS OLD BOYS ROWING FACILITY,180618,BUBBLER/DRINKING FOUNTAIN,NULL,499751,6959680,152.9974794,-27.48648678
THE GABBA,WEST END,D0346,ORLEIGH PARK,14235,HILL END TCE DISTRICT PLAYGROUND,28671,TAP COMBINATION,Bubbler & Tap,499743,6959406,152.9973983,-27.48896044
THE GABBA,WEST END,D0346,ORLEIGH PARK,14239,BALANCE OF PARK,91744,TAP COMBINATION,Bubbler & 2 taps,499742,6959359,152.9973882,-27.48938476
THE GABBA,WEST END,D0346,ORLEIGH PARK,14243,HILL END TERRACE PICNIC AREA,91743,TAP COMBINATION,Bubbler & Tap,499803,6959338,152.9980057,-27.48957436
THE GABBA,WEST END,D0346,ORLEIGH PARK,19857,ORLEIGH ST PICNIC AREA,91706,TAP COMBINATION,Bubbler & Tap,500118,6959299,153.0011946,-27.48992645
THE GABBA,WEST END,D0346,ORLEIGH PARK,32064,HILL END TERRACE (DRURY ST) DOG OFF LEASH AREA,179906,BUBBLER/DRINKING FOUNTAIN,NULL,499675,6959614,152.99671,-27.48708261
THE GABBA,WEST END,D0347,DAVIES PARK,14220,BALANCE OF PARK,36931,TAP COMBINATION,Bubbler & Tap,500601,6960571,153.0060835,-27.47844275
THE GABBA,WEST END,D0347,DAVIES PARK,24490,JANE ST COMMUNITY GARDEN,67478,TAP COMBINATION,Bubbler & Tap,500362,6960510,153.0036643,-27.47899354
THE GABBA,WEST END,D0347,DAVIES PARK,32523,DAVIES PK SPORT & ROWING ACCESS & CAR PARKING,1074,BUBBLER/DRINKING FOUNTAIN,Memorial Drinking Fountain,500453,6960712,153.0045853,-27.47716986
THE GABBA,WOOLLOONGABBA,D0362,WOOLLOONGABBA PLACE PARK,14453,BALANCE OF PARK,35336,BUBBLER/DRINKING FOUNTAIN,Bubbler - Disabled Access,503600,6959703,153.0364428,-27.48627439
THE GABBA,WOOLLOONGABBA,D1048,FAVERSHAM STREET PARK,14340,FAVERSHAM ST PLAYGROUND,33360,TAP COMBINATION,Bubbler & 2 taps,503829,6958588,153.0387645,-27.49633994
THE GABBA,WOOLLOONGABBA,D3533,CARL STREET PARK,33245,BALANCE OF PARK,182075,TAP COMBINATION,"Bubbler, tap & dog bowl",503709,6958201,153.0375508,-27.49983409
CHANDLER,CAMP HILL,D0056,WHITES HILL RESERVE,23246,WHITES HILL & SANKEY'S CIRCUITS,39895,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain 3 level,507692,6957205,153.077882,-27.50880919
CHANDLER,CAMP HILL,D0056,WHITES HILL RESERVE,15919,BOUNDARY RD DOG OFF LEASH AREA,180493,TAP COMBINATION,NULL,507332,6956591,153.0742407,-27.51435433
CHANDLER,CAMP HILL,D0056,WHITES HILL RESERVE,13000,HOLLAND PARK HAWKS SOCCER FIELDS,78397,TAP COMBINATION,Bubbler & Tap,507507,6957306,153.0760083,-27.50789841
CHANDLER,CAMP HILL,D0056,WHITES HILL RESERVE,26645,WHITES HILL RESERVE MEMORIAL,78464,TAP COMBINATION,Bubbler & 2 taps,507737,6957138,153.0783381,-27.50941381
CHANDLER,CAMP HILL,D0056,WHITES HILL RESERVE,12999,BRISBANE METROPOLITAN TOUCH FIELDS,39883,TAP COMBINATION,Bubbler & Tap,507825,6956942,153.0792304,-27.51118278
CHANDLER,CAMP HILL,D0056,WHITES HILL RESERVE,12999,BRISBANE METROPOLITAN TOUCH FIELDS,78367,TAP COMBINATION,Bubbler & 2 taps,507860,6957145,153.0795834,-27.5093499
CHANDLER,CAMP HILL,D0056,WHITES HILL RESERVE,12999,BRISBANE METROPOLITAN TOUCH FIELDS,7042,TAP COMBINATION,Bubbler & Tap,507862,6957144,153.0796037,-27.50935892
CHANDLER,CAPALABA WEST,D0065,TINGALPA CREEK RESERVE,12995,CHADWELL ST PICNIC AREA,78323,TAP COMBINATION,Bubbler & Tap,518140,6957979,153.1836568,-27.50172216
CHANDLER,CARINA HEIGHTS,D0867,OLIVIA DRIVE PARK,12853,OLIVIA DVE PLAYGROUND,21736,TAP COMBINATION,Bubbler & Tap,509339,6956605,153.0945626,-27.51421561
CHANDLER,CARINDALE,D0723,CARINDALE REC RESERVE,12981,BALANCE OF PARK,180867,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain Apollo 400,510716,6958432,153.1084893,-27.49771141
CHANDLER,CARINDALE,D0723,CARINDALE REC RESERVE,12978,CARINDALE REC RES DISTRICT PLAYGROUND,104315,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,510750,6958526,153.1088327,-27.49686252
CHANDLER,CARINDALE,D0723,CARINDALE REC RESERVE,29665,BULIMBA CK OUTLOOK PICNIC AREA,81722,TAP COMBINATION,Bubbler & 2 taps,510746,6958417,153.1087932,-27.49784659
CHANDLER,CARINDALE,D0723,CARINDALE REC RESERVE,12978,CARINDALE REC RES DISTRICT PLAYGROUND,32464,TAP COMBINATION,Bubbler & Tap,510766,6958482,153.1089951,-27.49725962
CHANDLER,CARINDALE,D0723,CARINDALE REC RESERVE,23483,CARINDALE REC RES DOG OFF LEASH AREA,104492,TAP COMBINATION,Bubbler 2 taps & dog bowl,510787,6958392,153.1092085,-27.49807197
CHANDLER,CARINDALE,D0723,CARINDALE REC RESERVE,12981,BALANCE OF PARK,104466,TAP COMBINATION,Bubbler & Tap,510848,6958479,153.1098253,-27.49728605
CHANDLER,CARINDALE,D0856,SURBITON COURT PARK,22523,SURBITON CT PICNIC AREA,81744,TAP COMBINATION,Bubbler & Tap,510386,6957582,153.1051557,-27.50538772
CHANDLER,CARINDALE,D0856,SURBITON COURT PARK,22523,SURBITON CT PICNIC AREA,104197,TAP COMBINATION,Bubbler & Tap,510393,6957640,153.1052261,-27.50486405
CHANDLER,CARINDALE,D0862,BRIDGNORTH STREET PARK (NO.71),12864,BRIDGNORTH ST PLAYGROUND,21636,TAP COMBINATION,Bubbler & Tap,510974,6957454,153.1111102,-27.50653867
CHANDLER,CARINDALE,D0863,BREENE COURT PARK,12858,BREENE CRT PLAYGROUND,21654,BUBBLER/DRINKING FOUNTAIN,Bubbler,511065,6956978,153.1120359,-27.51083522
CHANDLER,CARINDALE,D0879,MEADOWBANK STREET PARK,12839,STANMERE ST PLAYGROUND,4531,BUBBLER/DRINKING FOUNTAIN,Bubbler,510657,6956746,153.1079069,-27.51293296
CHANDLER,CARINDALE,D0880,WINSTANLEY STREET PARK,24289,BULIMBA CK WALK,11545,TAP COMBINATION,Bubbler & tap,510724,6957020,153.1085828,-27.51045878
CHANDLER,CARINDALE,D0880,WINSTANLEY STREET PARK,12833,EROMANGA ST PLAYGROUND,39417,TAP COMBINATION,Bubbler & 2 taps,510798,6956740,153.1093346,-27.51298601
CHANDLER,CARINDALE,D0911,ANNA SMITH OBE QUOTA PARK,12825,QUOTA PK (KIDWELLY ST) PLAYGROUND,104217,TAP COMBINATION,Bubbler & 2 taps,510606,6957487,153.107384,-27.50624367
CHANDLER,CARINDALE,D0961,KEN MADSEN PLACE,12804,KEN MASDEN PLACE PLAYGROUND,103824,TAP COMBINATION,Bubbler & Tap,511257,6958505,153.1139658,-27.49704799
CHANDLER,CARINDALE,D1237,GREENDALE PARK,12793,HENLEY CRT PLAYGROUND,6115,TAP COMBINATION,Bubbler & Tap,511559,6955844,153.1170486,-27.52106875
CHANDLER,CARINDALE,D1248,EDWARDS PARK,12786,MERION PLACE JR PLAYGROUND,13165,TAP COMBINATION,Bubbler & Tap,510443,6955229,153.1057531,-27.52662996
CHANDLER,CARINDALE,D1248,EDWARDS PARK,12785,PICADILLY PLACE JR PLAYGROUND,13166,TAP COMBINATION,Bubbler & Tap,510596,6955180,153.1073029,-27.52707114
CHANDLER,CARINDALE,D1417,GOLDEN OAK CRESCENT PARK,12769,GOLDEN OAK CRES PLAYGROUND,103314,TAP COMBINATION,Bubbler & Tap,511445,6955328,153.1158991,-27.52572811
CHANDLER,CARINDALE,D1452,NEWBURY PLACE PARK,21302,NEWBURY PLACE DOG OFF LEASH AREA,103386,TAP COMBINATION,Bubbler & 2 taps,511863,6955445,153.1201309,-27.52466826
CHANDLER,CARINDALE,D1615,GRANDVIEW PLACE PARK,12685,GRANDVIEW PLACE PICNIC AREA,28832,TAP COMBINATION,Bubbler & Tap,512137,6956312,153.1228968,-27.51683864
CHANDLER,CARINDALE,D1638,CRIBB ROAD PARK,12666,OAKLEY ST PLAYGROUND,39399,BUBBLER/DRINKING FOUNTAIN,Bubbler Red Apollo 400,511818,6955049,153.1196791,-27.5282437
CHANDLER,CARINDALE,D1638,CRIBB ROAD PARK,29699,OAKLEY ST PICNIC AREA,81810,TAP COMBINATION,Bubbler & 2 taps,511800,6955056,153.1194967,-27.52818066
CHANDLER,MACKENZIE,D3121,TAYLOR PLACE PARK,30764,TAYLOR PLACE PLAYGROUND,183086,BUBBLER/DRINKING FOUNTAIN,Bubbler,511828,6953479,153.1197957,-27.54241739
CHANDLER,MANSFIELD,D0599,TONES ROAD PARK,12957,TONES RD DOG OFF LEASH AREA,30738,TAP COMBINATION,"Bubbler, tap & dog bowl",510834,6954737,153.1097171,-27.53106862
CHANDLER,MANSFIELD,D0661,TILLACK PARK,12946,BALANCE OF PARK,39963,TAP COMBINATION,Bubbler & Tap,510038,6955663,153.1016482,-27.52271491
CHANDLER,MANSFIELD,D0661,TILLACK PARK,11942,BLACKBERRY ST PICNIC AREA (SOUTH),192692,TAP COMBINATION,"Bubbler, tap & dog bowl",510096,6955692,153.1022353,-27.52245267
DOBOY,BELMONT,D1227,PINNACLE PLACE PARK,13643,PINNACLE PLACE PLAYGROUND,23177,TAP COMBINATION,Bubbler & Tap,512378,6959944,153.1253,-27.48404703
DOBOY,BELMONT,D1238,IONA CLOSE PARK,13642,IONA CLOSE PLAYGROUND,26043,TAP COMBINATION,Bubbler & Tap,512139,6960033,153.1228798,-27.4832457
DOBOY,BELMONT,D1865,SUMMIT STREET PARK,29881,SUMMIT ST PICNIC AREA,113819,TAP COMBINATION,Bubbler & Tap,512802,6959242,153.1295995,-27.49038072
DOBOY,BELMONT,D1865,SUMMIT STREET PARK,29887,GIORDANO PLACE PLAYGROUND,113900,TAP COMBINATION,Bubbler & Tap,512840,6959374,153.1299828,-27.48918867
DOBOY,CANNON HILL,D1934,SOUTHGATE AVENUE PARK,13512,BALANCE OF PARK,188197,TAP COMBINATION,Bubbler & Single Tap,508983,6961968,153.0909182,-27.46580111
DOBOY,CARINA,D0062,JOE BRADFIELD CENTRE PARK,25325,JOE BRADFIELD PK BIKEWAY,13710,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,508960,6959054,153.0907069,-27.49210875
DOBOY,CARINA,D0067,BELMONT RECREATION RESERVE,13841,NARRACOTT ST PLAYGROUND,13877,TAP COMBINATION,Bubbler & Tap,509476,6958701,153.0959334,-27.49529212
DOBOY,CARINA,D0597,PRESTON ROAD PARK,14179,MEADOWLANDS RD CANOE PONTOON & PICNIC FAILITIES,181405,BUBBLER/DRINKING FOUNTAIN,Disabled Access Drinking Fountain,511777,6958882,153.1192266,-27.49364005
DOBOY,CARINA,D0597,PRESTON ROAD PARK,13788,MEADOWLANDS RD ALL ABILITIES PLAYGROUND,38711,MAINTENANCE TAP,Spring-loaded tap,511747,6958929,153.1189224,-27.493216
DOBOY,CARINA,D0597,PRESTON ROAD PARK,13795,SOUTH BRISBANE SOFTBALL ASSOCIATION FIELDS,162403,TAP COMBINATION,Bubbler & 2 taps,511508,6959273,153.1164996,-27.49011243
DOBOY,CARINA,D0597,PRESTON ROAD PARK,13787,MEADOWLANDS RD DOG OFF LEASH AREA,161042,TAP COMBINATION,Bubbler 2 taps & dog bowl,511513,6958920,153.1165535,-27.49329925
DOBOY,CARINA,D0597,PRESTON ROAD PARK,13795,SOUTH BRISBANE SOFTBALL ASSOCIATION FIELDS,162401,TAP COMBINATION,Bubbler & 2 taps,511523,6959338,153.1166508,-27.48952549
DOBOY,CARINA,D0597,PRESTON ROAD PARK,13795,SOUTH BRISBANE SOFTBALL ASSOCIATION FIELDS,176099,TAP COMBINATION,Bubbler & 2 taps,511570,6959073,153.1171291,-27.49191749
DOBOY,CARINA,D0597,PRESTON ROAD PARK,13795,SOUTH BRISBANE SOFTBALL ASSOCIATION FIELDS,176098,TAP COMBINATION,Bubbler & 2 taps,511577,6959149,153.1171993,-27.49123131
DOBOY,CARINA,D0597,PRESTON ROAD PARK,13787,MEADOWLANDS RD DOG OFF LEASH AREA,29890,TAP COMBINATION,Bubbler 2 taps & dog bowl,511608,6958930,153.1175152,-27.49320816
DOBOY,CARINA,D0597,PRESTON ROAD PARK,13795,SOUTH BRISBANE SOFTBALL ASSOCIATION FIELDS,38730,TAP COMBINATION,Bubbler & 2 taps,511643,6959125,153.1178676,-27.49144742
DOBOY,CARINA,D0597,PRESTON ROAD PARK,29563,MEADOWLANDS RD PICNIC AREA (CADOGAN ST),176176,TAP COMBINATION,Bubbler & Tap,511659,6958921,153.1180316,-27.49328898
DOBOY,CARINA,D0597,PRESTON ROAD PARK,13795,SOUTH BRISBANE SOFTBALL ASSOCIATION FIELDS,162394,TAP COMBINATION,Bubbler & 2 taps,511666,6959385,153.118098,-27.48909995
DOBOY,CARINA,D0597,PRESTON ROAD PARK,13795,SOUTH BRISBANE SOFTBALL ASSOCIATION FIELDS,16420,TAP COMBINATION,Bubbler & Tap,511676,6959217,153.1182008,-27.49061656
DOBOY,CARINA,D0597,PRESTON ROAD PARK,14179,MEADOWLANDS RD CANOE PONTOON & PICNIC FAILITIES,43451,TAP COMBINATION,Bubbler & 2 taps,511787,6958876,153.1193278,-27.49369413
DOBOY,CARINA,D0908,REMBRANDT STREET PARK,13697,BALANCE OF PARK,34789,TAP COMBINATION,Bubbler &Tap,509332,6960648,153.0944606,-27.47771568
DOBOY,CARINA,D1343,IAN PAGE PARK,29545,SPRINGVALE PLACE PICNIC AREA,43523,TAP COMBINATION,Bubbler & Tap,510204,6959347,153.1032981,-27.48945479
DOBOY,HEMMANT,D0031,HEMMANT RECREATION RESERVE,24404,HEMMANT REC RES PICNIC AREA,123076,TAP COMBINATION,Bubbler & 2 taps,512412,6963668,153.1256061,-27.45042655
DOBOY,HEMMANT,D1752,PINNIBAR STREET PARK,13464,PINNIBAR ST PICNIC AREA,122991,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,512708,6962886,153.1286097,-27.45748371
DOBOY,MANLY WEST,D1327,DENISE STREET PARK (NO.12),13588,BALANCE OF PARK,97189,TAP COMBINATION,Bubbler & Tap,515919,6961347,153.1611263,-27.47134395
DOBOY,MURARRIE,D0051,MURARRIE RECREATION GROUND,13866,VICKI WILSON PLAYGROUND (RAWLINSON ST),6899,TAP COMBINATION,Bubbler & 2 taps,510064,6961905,153.1018596,-27.4663623
DOBOY,MURARRIE,D1763,COLMSLIE BEACH RESERVE,23426,FISH MARKET PICNIC AREA,25612,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,508908,6963688,153.0901464,-27.45027345
DOBOY,MURARRIE,D1763,COLMSLIE BEACH RESERVE,13451,'OCTOPUS GARDEN' DISTRICT PLAYGROUND,43203,TAP COMBINATION,Bubbler & Tap,508919,6963590,153.0902585,-27.45115812
DOBOY,MURARRIE,D1763,COLMSLIE BEACH RESERVE,29577,COLMSLIE BEACH ACCESS & CAR PARKING,25613,TAP COMBINATION,Bubbler & Tap,508996,6963689,153.091037,-27.45026384
DOBOY,MURARRIE,D1815,CARNARVON WAY PARK,13501,BALANCE OF PARK,101232,TAP COMBINATION,Bubbler & Tap,509398,6962302,153.0951158,-27.46278295
DOBOY,MURARRIE,D1838,MOONIE AVENUE PARK,23435,MOONIE AVE LOOKOUT,101174,TAP COMBINATION,Bubbler & Tap,509465,6962700,153.0957908,-27.45918935
DOBOY,MURARRIE,D1931,CALLIOPE CIRCUIT PARK,23510,CENTRAL PARK PICNIC AREA,101443,TAP COMBINATION,Bubbler & Tap,509341,6962194,153.0945398,-27.46375837
DOBOY,MURARRIE,D2047,WYANDRA CRESCENT PARK,13409,WYANDRA CRESCENT (STOCKYARD PK) PLAYGROUND,101573,TAP COMBINATION,Bubbler & Tap,509100,6962318,153.0920997,-27.46264053
DOBOY,MURARRIE,D2993,MINGOOLA PARK,27989,MINGOOLA PK PICNIC AREA,162206,BUBBLER/DRINKING FOUNTAIN,Bubbler,510034,6962745,153.101549,-27.45877901
DOBOY,TINGALPA,D0040,KIANAWAH PARK,13875,BALANCE OF PARK,176219,TAP COMBINATION,Bubbler & Tap,512268,6960901,153.1241768,-27.47540827
DOBOY,TINGALPA,D0040,KIANAWAH PARK,13875,BALANCE OF PARK,38478,TAP COMBINATION,Bubbler & Tap,512368,6960755,153.1251905,-27.47672545
DOBOY,TINGALPA,D0040,KIANAWAH PARK,13880,KIANAWAH PK EASTERN PICNIC AREA (WYNNUM RD),176228,TAP COMBINATION,Bubbler & 2 taps,512434,6960888,153.1258572,-27.47552413
DOBOY,TINGALPA,D0040,KIANAWAH PARK,13873,WYNNUM RD DOG OFF LEASH AREA,29883,TAP COMBINATION,Bubbler 2 taps & dog bowl,512451,6960902,153.1260291,-27.47539758
DOBOY,TINGALPA,D0594,PORTER'S PADDOCK PARK,13811,MINNIPPI PARKLANDS NTH RIDGE PICNIC AREA,176123,TAP COMBINATION,Bubbler & 2 taps,511191,6960111,153.1132827,-27.48254966
DOBOY,TINGALPA,D0594,PORTER'S PADDOCK PARK,23706,MINNIPPI PARKLANDS SHARED PATHWAY CIRCUIT & CANOE RAMP,16356,TAP COMBINATION,Bubbler & 2 taps,511263,6960116,153.1140115,-27.48250392
DOBOY,TINGALPA,D0594,PORTER'S PADDOCK PARK,13812,PORTERS PADDOCK ENTRANCE RD PICNIC AREA,43269,TAP COMBINATION,Bubbler & Tap,511315,6960167,153.1145374,-27.48204307
DOBOY,TINGALPA,D0594,PORTER'S PADDOCK PARK,23706,MINNIPPI PARKLANDS SHARED PATHWAY CIRCUIT & CANOE RAMP,176116,TAP COMBINATION,Bubbler 2 taps & dog bowl,511353,6960077,153.1149229,-27.48285526
DOBOY,TINGALPA,D0640,MEADOWLANDS PICNIC GROUND PARK,13769,MEADOWLANDS PICNIC GND STH PICNIC AREA,164809,TAP COMBINATION,Bubbler & 2 taps,512030,6958942,153.1217872,-27.49309616
DOBOY,TINGALPA,D0640,MEADOWLANDS PICNIC GROUND PARK,26617,MEADOWLAMDS PICNIC GND NTH PICNIC AREA,164727,TAP COMBINATION,Bubbler & 2 taps,512139,6958968,153.1228905,-27.49286046
